pop_est,white,black,aian,asian,nhpi,other,multi,hispanic,white_male,black_male,region,pct_black,pct_white,pct_hispanic,pct_white_male,pct_black_male
8657499,5344175,1623031,27216,593606,5679,351544,712248,929140,2658028,779933,Virginia,18.747111608098365,61.72885494991105,10.732198756245886,30.702030690387605,9.0087564549531
